Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Bashful Beauty,New Quantity Bashful Beauty,Stock Alert Enabled Bashful Beauty,Stock Alert Count Bashful Beauty,Tax - Sales Tax (8.25%)
D7X6U3YCULBIVPRXPIK5R7MO,Firming & Shaping Gel,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,46.00,,N,,,,N,,,2,,,,Y
7WDYIN6BO2SFRRZC2X73U6BB,Fluffy Bunny Bar Soap,Regular,,,Farm House Fresh,Farm House Fresh,,,,,,Physical good,,,,Y,,,,12.50,,N,,,,N,,,5,,Y,2,Y
FFQOCL53PRSGYIP7R37S4GPI,Fluffy Bunny Body Wash,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,N,Y,25.00,,N,,N,,N,,,1,,Y,1,Y
7NXFECZ6VMHOAMLL7WQKBVFK,Fluffy Bunny Spray Perfume,Regular,,,Farm House Fresh,Farm House Fresh,,,,,,Physical good,,,,Y,N,N,N,24.00,,N,,,,N,,,1,,Y,2,Y
HMNBMB24KO4IDTFZHSA6X3EI,Fresh Start Natural Mouth Freshening Spray,Regular,,,Alleyoop,Alleyoop,,,,,,Physical good,,,,Y,N,N,N,12.50,,N,,,,N,,,2,,Y,4,Y
HOSNV3P5SAIX2NTUW7A434MX,Front Porch Punch Bar Soap,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,N,Y,12.50,,N,,,,N,,,4,,Y,1,Y
XHV2RGVGDCG42BQXS6BJLMZK,Fruit Illumination Peel Mask,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,N,Y,41.00,,N,,N,,N,,,3,,Y,1,Y
CVVUDVEPFC6JOFW3R3IIXIYR,Full Circle Eye Repair,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,112.00,,N,,,,N,,,1,,Y,4,Y
GS3BCKJSPDM634UIY6WRXJEV,Fur Aftercare Kit,Regular,,,Fur,Fur,,,,,unavailable,Physical good,,,,Y,N,N,N,41.50,,N,,N,,N,,,9,,Y,4,Y
HDNLGAUWANPOP7YRUHOKY542,Fur Butt Sheet Masks,Squeeze It,,,Fur,Fur,,,,,unavailable,Physical good,,,,Y,,N,N,10.00,,N,,,,N,,,5,,,,Y
A5G5BHOR4WFO6RYNZ6TICXCN,Fur Butt Sheet Masks,Slap It,,,Fur,Fur,,,,,unavailable,Physical good,,,,,,,,10.00,,N,,,,N,,,2,,,,Y
JUVROOEMUZ3UJZ5HZXVPSFID,Fur Butt Sheet Masks,Bite It,,,Fur,Fur,,,,,unavailable,Physical good,,,,,,,,10.00,,N,,,,N,,,2,,,,Y
IBSDZOR6UOMQEJ4DEVPU4MG6,Fur Deodorant,Regular,,,Fur,Fur,,,,,unavailable,Physical good,,,,Y,,,,18.00,,N,,,,N,,,7,,Y,3,Y
NZBP6FFMKONCV4TIYUWLJZJK,Fur Holiday Kit,Regular,,,Fur,Fur,,,,,unavailable,Physical good,,,,Y,,N,N,59.00,,N,,,,N,,,0,,Y,3,Y
ZNXSDN4JK7VGGSBUEQLDDK36,Fur Ingrown Eliminator Serum (1.1 oz 32 mL),Regular,,,Fur,Fur,,,,,unavailable,Physical good,,,,Y,N,N,N,37.00,,N,,N,,N,,,6,,Y,2,Y
Y6C5JQZLE2JN5MU5CWT4OTW4,Fur Ingrown Microdart Patch 6ct,Regular,,,Fur,Fur,,,,,unavailable,Physical good,,,,Y,N,N,N,16.00,,N,,N,,N,,,0,,Y,3,Y
2NSRMVBQLKWJR6VJMHXO5TBJ,Fur KP Body Scrub,Regular,,,Fur,Fur,,,,,unavailable,Physical good,,,,N,N,N,N,38.00,,N,,,,N,,,13,,,,Y
EGPNHZMSKUTBKOT5W7AJMGXD,Fur Oil LARGE Size 2.5fl oz,Regular,,,Fur,Fur,,,,,unavailable,Physical good,,,,Y,N,N,N,53.00,,N,,N,,N,,,9,,Y,4,Y
QFGCKTYT4LAUMNUMIKELM7QD,Fur Oil MEDIUM Size .05 fl oz,Regular,,,Fur,Fur,,,,,unavailable,Physical good,,,,Y,N,N,N,26.00,,N,,N,,N,,,4,,Y,4,Y
HAICEULTOAYJHV2FBD52NZM2,Fur Oil TRAVEL SIZE,Regular,,,Fur,Fur,,,,,unavailable,Physical good,,,,Y,N,N,N,6.80,,N,,N,,N,,,20,,Y,4,Y
ILNWFA3JM2VC2MITNNV5QRW4,Fur Silk Scrub,Regular,,,Fur,Fur,,,,,unavailable,Physical good,,,,Y,N,N,N,54.00,,N,,N,,N,,,5,,Y,4,Y
DKR5JPGBWHR6TR6OXN3LD76H,Get the bump outta here,Regular,,,Relax & Wax,Relax & Wax,,,,,visible,Physical good,,,,Y,,N,Y,20.00,,N,,,,N,,,0,,Y,5,Y
PPQKLLI4W7THO4NHTR2FOIBW,Glyco-Guard,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,62.00,,N,,,,N,,,6,,Y,4,Y
IGOPBHGOQINNSB3YXXNXSP3J,Grande Brow Fill Gel,Clear,,,Grande,Grande,,,,,visible,Physical good,,,,Y,,N,Y,20.00,,N,,,,N,,,1,,Y,4,Y
W2JF5L3EPMVO42XP7OMAUQ7G,Grande Brow Fill Gel,Light,,,Grande,Grande,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,4,,Y,4,Y
RQKLHTNESJBLN5F2WTAIZJLS,Grande Brow Fill Gel,Dark,,,Grande,Grande,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,6,,Y,4,Y
KSWRMROAKFJOTGFTNS46HK6S,Grande Brow Serum,Regular,,,Grande,Grande,,,,,visible,Physical good,,,,Y,N,N,Y,75.00,,N,,,,N,,,-1,,Y,4,Y
XMZZNNARINYQSFHTZKTCN25G,Grande Brow-Laminate,Regular,,The latest breakthrough from Grande Cosmetics creates a pro-quality lamination look at home with 12-hour hold that won’t feel stiff or sticky.,Grande,Grande,,,,,unavailable,Physical good,,,,Y,N,N,N,25.00,,N,,N,,N,,,4,,Y,3,Y
22TOIE3JDVEME6M6KFGENDKK,Grande Conditioner,Regular,,"GrandeREPAIR is an invisible leave-in conditioner that helps to protect, strengthen, fortify, and soften lash and brow hairs. Infused with Widelash™, a biotin peptide proven to help protect against hair fallout, breakage, and environmental toxins. This conditioning lash and brow mask is a life saver!",Grande,Grande,,,,,visible,Physical good,,,,Y,N,N,Y,32.00,,N,,N,,N,,,30,,Y,12,Y
HBE6SVM7KMKMUJYWCZAINECW,Grande Drama Mascara,Regular,,,Grande,Grande,,,,,visible,Physical good,,,,Y,,,Y,25.00,,N,,,,N,,,4,,Y,4,Y
UROZY5DUMIPAHLK4XQGGUMIH,Grande Eye Liner w/ Lash Serum,Regular,,,Grande,Grande,,,,,,Physical good,,,,Y,,,,40.00,,N,,,,N,,,5,,Y,3,Y
O6DW4WH7SECTTKCF7BNH4YX4,Grande Fanning& Curling Mascara,Regular,,,Grande,Grande,,,,,,Physical good,,,,Y,,,,25.00,,N,,,,N,,,0,,Y,4,Y
QPTW4GA2I5D52UZ7ACEZ2ZVZ,Grande Glow Liquid Plumping Highlighter,Regular,,,Grande,Grande,,,,,unavailable,Physical good,,,,Y,,,,25.00,,N,,,,N,,,7,,Y,1,Y
M66CID6LYSIXMZ5XFW6AD5XG,Grande Hair 3 Piece Kit (Shampoo Serum & Brush),Regular,,,Grande,Grande,,,,,,Physical good,,,,Y,N,N,N,75.00,,N,,,,N,,,0,,,,Y
RWCRANKKFVKGRLTPYXK6XKVL,Grande Hair Enhancing Growth Serum,Regular,,,Grande,Grande,,,,,unavailable,Physical good,,,,Y,N,N,N,70.00,,N,,,,N,,,8,,,,Y
3CTSWM6JYFIQXYPYW45X3755,Grande Invisible Lip Liner,Regular,,,Grande,Grande,,,,,visible,Physical good,,,,Y,,,Y,15.00,,N,,,,N,,,0,,Y,1,Y
Y3QUS3EDLTEGDKIUAHSLEXJH,Grande Lash Curler,Regular,,,Grande,Grande,,,,,visible,Physical good,,,,Y,,,Y,35.00,,N,,,,N,,,1,,Y,2,Y
3ICTMANNCCS4HOYCDFBTLAVE,Grande Lash MD Serum,Regular,,,Grande,Grande,,,,,visible,Physical good,,,,Y,N,N,Y,75.00,,N,,,,N,,,1,,Y,4,Y
YOTGNCDXHY5B6QE4MI3ULSA2,Grande Lash and Brow Gift Set of 3,Regular,,,Grande,Grande,,,,,,Physical good,,,,Y,,N,N,120.00,,N,,,,N,,,0,,Y,4,Y
WQYMJ3FGBZ3ZENO4Y6ZYQWQH,Grande Lip Plumper Gloss,Barely There,,,Grande,Grande,,,,,unavailable,Physical good,,,,Y,,,,28.00,,N,,N,,N,,,1,,Y,1,Y
PVZ5K6VJ64C2UI4OLEEEGGK3,Grande Lip Plumper Gloss,Clear,,,Grande,Grande,,,,,unavailable,Physical good,,,,,,,,28.00,,N,,,,N,,,13,,Y,1,Y
JKVUUNL44VLSPBG7PJMDEED2,Grande Lip Plumper Gloss,Sunbaked Sedona,,,Grande,Grande,,,,,unavailable,Physical good,,,,,,,,28.00,,N,,,,N,,,1,,Y,1,Y
QYLVW7LMW4UI3WMR7WIPRLGR,Grande Lip Plumper Gloss,Toasted Apricot,,,Grande,Grande,,,,,unavailable,Physical good,,,,,,,,28.00,,N,,,,N,,,0,,Y,1,Y
O66VDXMUPVQGLHFRDL5XEIPQ,Grande Lip Plumper Gloss,Spicy Mauve,,,Grande,Grande,,,,,unavailable,Physical good,,,,,,,,28.00,,N,,,,N,,,0,,Y,1,Y
ZNJXGLGXLFLTRJS4WIU2YAJC,Grande Lip Plumper Metallic Liquid Lipstick,Rasberry Daiquiri,,,Grande,Grande,,,,,visible,Physical good,,,,Y,,,Y,25.00,,N,,,,N,,,1,,,,Y
5CG3H5XGIDMIEHPMHY7VE5ZP,Grande Lip Plumper Metallic Liquid Lipstick,Champagne Bubbly,,,Grande,Grande,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,N,,,2,,,,Y
L63PQHKMUF7UT7CQZKXUG3ZZ,Grande Lip Plumper Metallic Liquid Lipstick,Amaretto Pout,,,Grande,Grande,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,N,,,1,,,,Y
O54CY6IRJR6BRBE3BJPUL4XW,Grande Lip Plumping Lipstick,Au Naturel,,,Grande,Grande,,,,,visible,Physical good,,,,Y,N,N,Y,20.00,,N,,N,,N,,,6,,,,Y
TON3SGL7V2EZTOZL3HSPJK2B,Grande Lip Plumping Lipstick,Mauve Along,,,Grande,Grande,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,4,,,,Y
TSCKIPLV6URTO64HQQ4Y7RJX,Grande Lip Pout,Berry Mojito,Berry Mojito,"Grande Cosmetic GrandePOUT Plumping Lip Mask is infused with Volulip and DuraQuench to lock in moisture and plump through hydration. Key ingredient complex, Volulip, plumps lips up with moisture, helping to reduce lip lines and wrinkles.",Grande,Grande,,,,,unavailable,Physical good,,,,Y,,N,N,25.00,,N,,N,,N,,,0,,,,Y
7BWDVVISXZH6GHVKNYCKR3Q6,Grande Lip Pout,Peach,Peach,,Grande,Grande,,,,,unavailable,Physical good,,,,,,,,25.00,,N,,,,N,,,3,,,,Y
R6AJ4WVBAJFHXNP7EBXB3D4L,Grande Mascara Primer,Regular,,,Grande,Grande,,,,,visible,Physical good,,,,Y,,,Y,25.00,,N,,,,N,,,4,,Y,1,Y
SN4KPKJJUYIV6ABUQTJXBACH,Grande Mini Brow Gift Set,Regular,,,Grande,Grande,,,,,unavailable,Physical good,,,,Y,,N,N,27.00,,N,,,,N,,,0,,,,Y
2EPAIQIJQ7IP43555CQYTGB7,Grande Mini Lash Fix it Starter Kit Gift Set,Regular,,,Grande,Grande,,,,,unavailable,Physical good,,,,Y,,N,N,39.00,,N,,,,N,,,7,,Y,3,Y
X3TBDSK2MMSTC5UFTEEXP3BG,Grande Mini Sample Size Brow Fill,Light,,,Grande,Grande,,,,,unavailable,Physical good,,,,Y,N,N,N,6.50,,N,,,,N,,,3,,Y,1,Y
TJ5MM4POIZCFBXZ7ZI7Q2AOW,Grande Mini Sample Size Brow Fill,Clear,,,Grande,Grande,,,,,unavailable,Physical good,,,,,,,,6.50,,N,,,,N,,,1,,Y,1,Y
GYOA5BJBICJXXOS6UDESBCD6,Grande Mini Sample Size Brow Fill,Medium,,,Grande,Grande,,,,,unavailable,Physical good,,,,,,,,6.50,,N,,,,N,,,1,,Y,1,Y
UUNW4L5YVLDEYFWX44XQDVW4,Grande Mini Sample Size Brow Fill,Dark,,,Grande,Grande,,,,,unavailable,Physical good,,,,,,,,6.50,,N,,,,N,,,1,,Y,1,Y
KSPYT4ILKZKRN4BXGAZM3AKR,Grande Vanish Makeup Remover,Regular,,,Grande,Grande,,,,,unavailable,Physical good,,,,Y,N,N,N,12.50,,N,,N,,N,,,4,,,,Y
7E4ZQYCSDLDS6YYPNP2K46EF,Grande Waterproof Mascara,Regular,,"Take a dip with this Italian made, waterproof conditioning mascara that provides locked-on volume & length through every laugh, splash and tear. Its buildable, creamy formula layers lashes to new lengths without flaking or smudging and features lash care ingredients, like Myristoyl Pentapeptide-17 and Vitamin E, to condition while you coat for healthier-looking lashes over time.",Grande,Grande,,,,,,Physical good,,,,Y,N,N,N,25.00,,N,,N,,N,,,9,,Y,3,Y
FBOJOXHJPYJRVVVQ4QF6UKYT,Green Tea Milk Wash FHF,Regular,,,Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,N,N,N,30.50,,N,,,,N,,,2,,Y,1,Y
LJTPA2NOIOKLKZAF3M657F7I,Guac Star Hydrating Mask,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,N,N,Y,31.00,,N,,N,,N,,,3,,Y,1,Y
BVGBGYPGGD6ZDMFR2CGYN4DQ,Hair Did It Go Enzyme Treatment,Regular,,"Hair Did it Go? is a hair retarding enzyme serum, applied immediately after waxing to stop hair growth.",Relax & Wax,Relax & Wax,,,,,visible,Physical good,,,,Y,,,Y,21.00,,N,,,,N,,,,,,,Y
Y5GBZJW7JL2V7OI5GK2U4GJA,Hand and Cuticle Creams,Whoopie,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,N,Y,17.00,,N,,N,,N,,,2,,,,Y
JMP3GZAKG4UC67QAFRLUAC35,Hand and Cuticle Creams,Fluffy Bunny,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,,,,,Y
YII7PBO4HGT4H62RO4ZH2UJX,Hand and Cuticle Creams,Pink moon,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,2,,,,Y
TIFR3726DLLCGQ4BHRGJH7KD,Hand and Cuticle Creams,Sweet tea,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,5,,,,Y
PWEKWTQFK2TSDJQ7ZD7B65CC,Hand and Cuticle Creams,Hellow Yellow,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,,,,,Y
52FQR6FNF4A45CZXJOTYVT2K,Hand and Cuticle Creams,Maypop,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,9,,,,Y
VFHD3EUASG4VB6DL3KQI3UFX,Hand and Cuticle Creams,Moon Dip,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,6,,,,Y
DMAGKJ7W46ZSUSDF3DQEZ2ZQ,Hand and Cuticle Creams,Mellow Moon Dip,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,,,,,26.00,,N,,,,N,,,0,,,,Y
ZN2M2GBT4BNHNJH2ZKFAPNQC,Hand and Cuticle Creams,Sugar Moon Dip,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,9,,,,Y
N75HCL2EDDSEIARR555LW4AD,Hand and Cuticle Creams,Blissed Moon Dip,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,,,,,18.00,,N,,,,N,,,2,,Y,2,Y
C7ZUUTNPKC75UYXUHITCPIDX,Hand and Cuticle Creams,Harvest Green,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,4,,Y,1,Y
ZOR3WD423A7M2PJKVMVGUI26,Hello Beautiful Toiletry Bag / Gift Bag,Regular,,,Bashful Beauty,Bashful Beauty,,,,,unavailable,Physical good,,,,Y,N,N,N,6.99,,N,,,,N,,,10,,,,Y
PYYIHWUQERAAACCBGGNS4A3B,Hello Yellow Shea Body Cream Pump,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,N,Y,32.50,,N,,,,N,,,0,,,,Y
MFYWT4OV6G73FQZYPRP4PEM2,Highlight and Conceal Stick DARK,Dark,,,Billion Dollar Brows,Billion Dollar Brows,,,,,,Physical good,,,,Y,,N,N,18.00,,N,,,,N,,,1,,,,Y
7Y2A435R5CK4CFMUERKZUBW4,Hint of Tint Brow Gel,Regular,,,Billion Dollar Brows,Billion Dollar Brows,,,,,visible,Physical good,,,,Y,,,Y,16.00,,N,,,,N,,,,,,,Y
BFCI7G4GMBLQUEWZFS574AZI,Honey Chai Body Lotion,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,N,Y,34.00,,N,,,,N,,,3,,,,Y
MK56BTTRCPRUYGTGPLECPBFW,Honey Heel Glaze,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,N,Y,31.00,,N,,,,N,,,0,,Y,1,Y
CXXCHIAP4PC5TDAZTMOMES2X,Honey Lavender Polish,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,N,N,Y,36.50,,N,,N,,N,,,2,,Y,2,Y
IGDEUMAKSDU4O42DGMAPUITF,Honey Magnolia Body Oil,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,N,N,Y,31.00,,N,,N,,N,,,3,,Y,3,Y
77IRWQWUVCSCJIOYORYYU3GS,Hoodie - Life is Better in Rockwall,Small,,,Bashful Beauty,Bashful Beauty,,,,,,Physical good,,,,Y,N,N,N,60.00,,N,,,,N,,,0,,Y,1,Y
A5Q4AAG2HRJKPGUZS5JTOMTE,Hoodie - Life is Better in Rockwall,Medium,,,Bashful Beauty,Bashful Beauty,,,,,,Physical good,,,,,,,,60.00,,N,,,,N,,,8,,,,Y
2ZMUOBCOGEQKX7AXZ5SSTV5R,Hoodie - Life is Better in Rockwall,Large,,,Bashful Beauty,Bashful Beauty,,,,,,Physical good,,,,,,,,60.00,,N,,,,N,,,7,,,,Y
ZC3WOPXMSHHWHV2A4NZYBE65,Hoodie - Life is Better in Rockwall,Extra Large,,,Bashful Beauty,Bashful Beauty,,,,,,Physical good,,,,,,,,60.00,,N,,,,N,,,5,,,,Y
4OJJABEVHTTDYBO64MYKJLT7,Hoodie - Life is Better in Rockwall,Double XX-Large,,,Bashful Beauty,Bashful Beauty,,,,,,Physical good,,,,,,,,60.00,,N,,,,N,,,3,,,,Y
4PFZUOHATORXX5YIR3KILZ6Q,Hot Cocoa Bombs,Regular,,,Bashful Beauty,Bashful Beauty,,,,,,Physical good,,,,Y,,,,7.00,,N,,,,N,,,,,,,Y
TIPO2XE635GK6SX6SR5DCUJY,Hydralox,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,35.50,,N,,,,N,,,4,,Y,4,Y
ONPHB7B6AFCE3REMOH7JEZRW,Image Tinted SPF 30,Regular,,,Image,Image,,,,,unavailable,Physical good,,,,Y,N,N,N,52.00,,N,,N,,N,,,5,,Y,3,Y
KFGPVKB54R2QF7A7ACX4OSPF,Intimate Brightening Home Care System Prana Spaceuticals,Regular,,,Skin Lightening,Skin Lightening,,,,,unavailable,Physical good,,,,Y,N,N,N,150.00,,N,,,,N,,,2,,Y,1,Y
5KKGJCJ3GPAMQUEWPXE6MVDW,Juniper Ale Body Oil,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,N,N,Y,31.00,,N,,N,,N,,,5,,Y,2,Y
PFEIELVD2F2SMEASMDX6W53J,Licorice & Bearberry Brightening Mist,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,30.00,,N,,,,N,,,11,,Y,4,Y
GTM6QWTUEH224UWY27IIATHD,Light Day Sunscreen SPF 37,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,50.00,,N,,N,,N,,,12,,Y,4,Y
UT6YQVKGINXTBKOHG4SBCSKU,Lime So Fine,Regular,,,Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,N,N,N,38.00,,N,,N,,N,,,1,,,,Y
V6O7JCGFV44PPG6F3TD5TYZP,Lip Renewing Hydrator - Vanilla,Regular,,,Circadia,Circadia,,,,,unavailable,Physical good,,,,Y,N,N,N,16.50,,N,,,,N,,,2,,Y,2,Y
Y3NRMXSNPHK4BQRPO5XVOH3Z,Lip Renewing Hydrator - Watermelon,Regular,,,Circadia,Circadia,,,,,unavailable,Physical good,,,,Y,N,N,N,16.50,,N,,,,N,,,2,,Y,4,Y
3DJJZYR5L3HVHT4LRWIU4NCC,Lipid Mini 2oz,Regular,,,Circadia,Circadia,,,,,unavailable,Physical good,,,,Y,N,N,N,16.00,,N,,,,N,,,1,,Y,3,Y
6C7FX4SLULCGRCLKT222LZVN,Lipid Replacing Cleanser,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,,N,Y,41.00,,N,,,,N,,,4,,Y,4,Y
MOYFLMPFKXFWWBSHNH4HNNF5,Lustre Drench Glow Oil,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,N,N,Y,37.00,,N,,,,N,,,2,,Y,2,Y
443O6YAAXQBOEVIVRERL7VC2,Lustre Rose Serum FHF,Regular,,,Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,,N,N,58.00,,N,,,,N,,,0,,,,Y
TBKDFKDCPISD46RCI5GK4P5V,Make It Melt Cleansing Balm,Regular,,,Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,N,N,N,40.00,,N,,N,,N,,,0,,Y,2,Y
DAZ5IWQAJNRITVDIUATG7ZFO,Marshmallow Melt Balm,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,,Y,14.50,,N,,,,N,,,1,,Y,2,Y
K2UCPVEDTY462MRGN3KLQJR4,Matcha Purity Green Mask,Regular,,,Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,,,,37.00,,N,,,,N,,,1,,Y,1,Y
2VVR7P3PPY5XQSRY5FPCLGHR,Maypop Body Lotion,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,N,Y,34.00,,N,,,,N,,,-1,,Y,2,Y
Y3TPJZE3ZLNZKBEMIJLBKMPY,MeriStem Serum,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,,N,Y,45.00,,N,,,,N,,,7,,Y,4,Y
G5NLYZN2MYU44HWSG7HELEB6,Micro-Exfoliating Honey Cleanser,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,41.00,,N,,N,,N,,,3,,Y,4,Y
56WY5SZMQGCSSXVPZHOC2WJI,Midnight Kisses - Blueberry,Regular,,"Midnight Kisses Sleeping Lip Mask overnight lip mask is an elegant, non-sticky jelly that melts into parched lips to restore essential moisture all while you sleep!","My Dermatician, Dermastart Brands",My Dermatician,,,,,unavailable,Physical good,,,,Y,N,N,N,26.00,,N,,,,N,,,4,,,,Y
LY2VJL2EZQ6HCV63HN7FUCTU,Midnight Kisses - Coconut Colada,Regular,,"Midnight Kisses Sleeping Lip Mask overnight lip mask is an elegant, non-sticky jelly that melts into parched lips to restore essential moisture all while you sleep!","My Dermatician, Dermastart Brands",My Dermatician,,,,,unavailable,Physical good,,,,Y,N,N,N,26.00,,N,,,,N,,,0,,,,Y
CAMXXEYJV2UMWKXQD3HBD7MF,Midnight Kisses - Pinky Pie-Tastic,Regular,,"<p><strong>Midnight Kisses is our overnight lip mask that is an elegant, non-sticky jelly that melts into parched lips to restore essential moisture all while you sleep!</strong></p>",My Dermatician,My Dermatician,,,,,unavailable,Physical good,,,,Y,N,N,N,26.00,,N,,N,,N,,,6,,Y,3,Y
7WHJVWOZGK6QW44V6SNOKSDF,Midnight Kisses - Watermelon,Regular,,"Midnight Kisses Sleeping Lip Mask overnight lip mask is an elegant, non-sticky jelly that melts into parched lips to restore essential moisture all while you sleep!","My Dermatician, Dermastart Brands",My Dermatician,,,,,unavailable,Physical good,,,,Y,N,N,N,26.00,,N,,,,N,,,0,,,,Y
DW4CH6HVKCEQJNFJDHJ54DBM,Mini Me Candy Scrub,Sweet Satsuma,,,BonBlissity,BonBlissity,,,,,,Physical good,,,,Y,,,,9.50,,N,,,,N,,,1,,Y,4,Y
6RR26HG3PS5SLYZZGPIPQJFZ,Mini Me Candy Scrub,Lavender,,,BonBlissity,BonBlissity,,,,,,Physical good,,,,,,,,9.50,,N,,,,N,,,0,,Y,4,Y
IIUUOY6BQ7V3SZX4YK536EOZ,Mini Me Candy Scrub,Fresh Lemongrass,,,BonBlissity,BonBlissity,,,,,,Physical good,,,,,,,,9.50,,N,,,,N,,,0,,Y,2,Y
POLYH6P3BBHNI3FKQUP3IUU5,Mini Me Candy Scrub,Mango Sorbet,,,BonBlissity,BonBlissity,,,,,,Physical good,,,,,,,,9.50,,N,,,,N,,,0,,Y,2,Y
ZVPCJF6CFKEBD6WLSCYCZQFD,Mini Me Candy Scrub,Vanilla Brown Sugar,,,BonBlissity,BonBlissity,,,,,,Physical good,,,,,,,,9.50,,N,,,,N,,,0,,Y,2,Y
7FX24YXSH4L2DVWSMRQHQVLW,Mini Me Candy Scrub,Ocean Mist,,,BonBlissity,BonBlissity,,,,,,Physical good,,,,,,,,9.50,,N,,,,N,,,0,,Y,2,Y
XJPNITGN7GSWAQJ2TBBXWV6H,Mini Sample Size Body Oils FHF,Vanilla Bourbon,,,Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,N,N,N,12.00,,N,,,,N,,,2,,,,Y
NLBSNH464U6AB6KQ6EYQOGC3,Mini Sample Size Body Oils FHF,Agave Nectar,,,Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,,,,,12.00,,N,,,,N,,,6,,,,Y
JYGXOPCSJVRVTMN62TLWRENQ,Mini Sample Size Body Oils FHF,Clementine,,,Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,,,,,12.00,,N,,,,N,,,1,,,,Y
6RQLZRSBSYKUPFZ5VYSLUINJ,Mini Sample Size Body Wash FHF,Regular,,,Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,N,N,N,7.00,,N,,,,N,,,12,,,,Y
OAEVNDYNB7WT42DXVJGLDUXH,Moisture On-Demand,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,35.00,,N,,,,N,,,6,,Y,4,Y
